date;EURUSD;AUDUSD;EURCHF;EURGBP;EURJPY;NZDUSD;USDCAD
39169;0.67432;21.60685;-26.299218;21.194548;-31.18104;0;-11.40803
39170;35.53756;84.777274;-35.482838;-49.475792;142.74809;0;-78.21133
39171;55.85502;-90.70155;13.12231;-31.73577;-31.17643;0;-49.87877
39174;-21.10241;-114.548659;-22.538056;-67.4257;75.7999;0;46.18578
39175;-2.24366;-74.52041;-74.000442;-54.0924;-31.10762;0;95.18062
39176;78.06775;-238.763702;-33.467777;-62.904226;-31.16739;0;20.18285
39177;-134.503098;-92.204117;-11.397618;-164.064567;129.51807;0;-219.46134
39178;57.10873;98.490788;-51.736158;-5.286188;31.59082;0;-29.1844
39181;-31.92207;-30.091007;-75.433928;-66.909262;-24.8572;0;33.29865
39182;6.25782;-95.13205;45.490119;38.776769;-31.15771;0;-131.27615
39183;1.78704;6.545296;-55.287053;38.86354;65.10758;0;-189.98333
39184;20.05646;-98.51265;35.29476;-5.285412;-31.15196;0;-159.13296
39185;19.53935;-25.911087;22.52513;-31.679916;-31.15385;0;49.59114
39188;-18.80184;13.688432;17.87647;69.662855;-31.08032;0;-125.14361
39189;39.37182;-85.12218;36.221279;127.523911;-31.14592;0;-76.70326
39190;-21.38652;47.0439;52.775606;-23.025151;-31.14592;0;-19.64984
39191;83.33333;179.02936;-120.53482;-40.616906;213.85991;0;7.43297
39192;55.11464;-93.8149;-2.192155;16.77408;36.772899;0;-69.79842
39195;-15.91043;-61.95222;-35.076608;52.180065;-31.15203;0;-27.25572
39196;-21.6498;68.2148;21.596954;7.947956;142.61838;0;39.53695
39197;-16.47567;-18.70683;-53.300234;-27.291936;34.84062;0;-213.17064
39198;60.12907;231.517321;5.110981;-88.762597;58.69324;0;25.76997
39199;115.62303;216.01445;-64.135267;56.229134;-31.13912;0;207.98766
39202;124.67989;122.08042;-91.32697;-44.787916;102.63642;0;-243.73987
39203;25.28121;-99.83541;-67.508711;34.345095;-31.13423;0;-57.46296
39204;50.27194;28.3602;-7.630722;-44.833851;82.27228;0;102.29856
39205;-21.58464;-22.553109;-0.363963;29.862982;-31.13247;0;-38.49282
39206;48.10238;46.74376;25.14394;-0.878452;-31.1347;0;21.12485
39209;-26.871852;-18.894891;-58.60157;-49.207697;47.37712;0;-98.53915
39210;-148.88118;60.824021;12.370984;74.050131;-31.13511;0;70.04525
39211;10.62809;39.124765;-13.098689;78.619593;16.26217;0;-33.65968
39212;30.5711;154.900352;61.588173;-88.944989;-31.13776;0;112.83066
39213;68.36848;-59.17444;-76.782184;-9.677136;-31.14509;0;50.67841
39216;-21.70735;28.104057;-14.900783;-84.171148;-31.07554;0;-85.78
39217;15.50273;-59.34896;-36.680144;-57.766367;-31.13694;0;-84.85178
39218;50.3415;-266.37555;-23.943117;-5.25302;-31.13113;0;110.87961
39219;-93.78472;64.80425;-78.203256;56.171557;-31.13153;0;-139.72528
39220;28.41287;79.3593;-52.83729;-31.573408;-31.13153;0;-85.59671
