date;EURUSD;AUDUSD;EURCHF;EURGBP;EURJPY;NZDUSD;USDCAD
39223;111.45787;32.12382;41.276431;82.58654;-31.13072;0;-80.74477
39224;-1.55859;116.395403;35.899481;47.512905;27.14268;0;43.63436
39225;41.53516;-95.36289;-14.884554;78.57332;-31.13099;0;-164.06467
39226;-33.93867;171.508148;41.484213;-14.18649;-31.13362;0;-87.97003
39227;-2.23214;-49.31507;-27.604242;-84.940718;-31.13518;0;-28.8094
39230;8.472561;-11.709888;-29.397176;-22.981055;-9.53079;0;-14.43776
39231;97.86332;32.2305;45.158784;-128.687272;162.46874;0;-82.53439
39232;-42.92101;159.73742;1.458417;-31.754432;-31.13322;0;18.99088
39233;-22.07867;-141.939845;-33.118608;-5.286188;52.74403;0;-78.23673
39234;8.47584;-98.12174;-80.163471;43.31045;-31.12985;0;-49.77736
39237;-14.27361;-51.028964;45.068511;-9.729921;39.82463;0;36.26747
39238;-16.43179;-65.161352;74.32055;-40.664781;-31.12584;0;143.32738
39239;-6.42925;-55.07847;89.104211;25.659175;-31.12724;0;-20.9517
39240;51.17935;141.785019;-9.480862;-93.56794;-31.13052;0;7.37254
39241;-164.44511;48.06266;-102.106321;25.62894;-31.13967;0;92.21254
39244;24.2515;-82.433201;-78.321408;12.378061;-31.14014;0;-51.47544
39245;76.10213;-38.00751;-13.050413;-32.83635;-31.13851;0;159.70009
39246;-34.29603;-47.15408;-22.102517;25.7816;-31.13776;0;82.15337
39247;-8.34543;53.083379;-87.13888;-23.083069;-31.07115;0;-94.07744
39248;-16.20867;-63.26927;-81.533503;-0.887154;246.50572;0;-89.92417
39251;-3.13283;32.0019;-48.973125;-31.904523;-31.05678;0;150.68621
39252;58.19158;-73.41554;1.441338;88.049569;-31.11673;0;-95.47701
39253;-7.59301;95.179468;86.384501;48.06979;-31.11975;0;33.25193
39254;-20.60317;-36.113865;-14.795035;8.02735;-31.11771;0;214.36546
39255;-16.76665;56.007184;128.290308;-49.864949;80.60453;0;-121.15546
39258;-4.45765;63.059446;28.666118;-14.253474;-31.1119;0;-56.57735
39259;37.41648;9.924151;-18.508214;-5.342673;-31.11705;0;-94.60534
39260;28.5608;-158.23389;-18.525021;-5.346641;-31.12431;0;63.888214
39261;18.49692;-37.95807;-47.454598;-5.350614;6.881897;0;-212.91053
39262;190.1034;84.166352;35.912504;-112.162844;161.44304;0;-97.0579
39265;-207.272887;-203.160271;60.56124;-120.510397;50.06904;0;-75.62668
39266;61.30009;83.48729;-51.129564;7.993842;-31.10925;0;152.14932
39267;-4.843966;6.294293;-3.984256;-27.534344;64.27674;0;16.4337
39268;-37.94397;27.313475;10.510928;-0.887679;-31.10834;0;-37.46098
39269;67.80656;-56.59586;-49.164919;-36.319613;110.32431;0;-97.1593
39272;-4.843966;-32.084816;37.657964;34.588778;-31.10028;0;65.15527
39273;211.75441;96.83037;14.30201;-67.284424;-31.10417;0;-11.14254
39274;-8.07173;100.23202;-70.979346;47.856784;-31.11112;0;118.961788
39275;-14.58667;-115.07533;-31.095202;-40.670773;-31.10212;0;-201.33843
39276;49.60116;-80.016555;14.28735;47.765067;-31.09964;0;36.62026
39279;-9.14435;-90.80007;-9.414491;30.136501;-31.10276;0;-79.63966
39280;32.22014;57.763719;14.13368;141.559829;-31.10283;0;8.04829
39281;47.84689;-8.53971;-45.624072;-14.27085;-19.98691;0;41.95885
39282;-18.24316;-41.599418;-52.722808;-120.849501;-31.1013;0;-63.78699
39283;19.1069;-73.08368;12.28235;43.703175;-31.09787;0;128.15867
39286;28.87601;-51.623421;-120.59035;30.374319;-31.10673;0;59.58747
39287;-14.53919;98.012524;-20.172668;43.82826;-31.11171;0;-246.24277
39288;-203.86438;104.558005;-25.580669;52.897403;-31.11824;0;146.41176
39289;95.49419;157.88217;195.511813;-99.192756;-31.12153;0;315.42987
39290;-202.80079;-26.91837;36.45421;25.876684;-31.1383;0;162.8967
39293;78.48009;-69.67286;51.61502;-23.110426;-31.14254;0;-51.079594
39294;-20.56533;263.127037;74.352152;48.019919;-31.0727;0;-81.0849
39295;19.30954;111.91929;79.05547;43.625356;-31.15001;0;126.38468
39296;-5.92335;-85.83942;-60.403173;3.568137;-31.14028;0;-34.66237
39297;6.12951;4.54085;158.507931;-5.345847;-31.13308;0;23.62765
39300;8.89442;114.63187;13.00263;-190.274841;-31.13851;0;-123.19392
39301;-13.46928;106.98626;13.87925;-53.703486;213.270142;0;-17.65376
39302;166.83563;-79.16119;-98.526346;3.526715;331.68017;0;-200.78177
39303;25.69836;347.71591;14.02439;96.728391;-31.12538;0;296.57579
39304;-0.43834;91.55429;8.4415;3.541285;-31.14765;0;121.6462
39307;56.64852;75.6598;57.84579;-49.548752;-31.14302;0;-40.47506
39308;-46.83703;-137.22907;-16.829063;-98.082531;-31.15469;0;-264.824949
39309;-76.16927;-198.05116;-120.66374;43.367949;-31.17308;0;-134.072618
39310;-42.97866;-335.92641;7.88581;70.105898;-31.18895;0;139.71128
39311;26.42738;-16.25387;20.8969;56.527115;-31.22569;0;-458.42037
39314;-18.2206;-93.69144;50.35135;65.407619;-31.13156;0;-25.25229
39315;6.67804;-45.67008;-42.830242;-27.307963;-31.19736;0;-113.365043
39316;-5.33673;-56.63752;-120.61907;38.891017;-31.13029;0;-74.22096
39317;-7.08163;-58.70124;-120.60669;83.330871;-31.11676;0;-145.49588
39318;240.98325;-301.769997;-120.56263;-0.884408;160.90714;0;-114.6061
39321;39.76594;100.540071;1.46108;-5.310361;75.325527;0;150.21337
39322;23.75889;-111.03265;71.152624;16.776548;-31.17475;0;-256.776034
39323;164.26323;159.43541;-95.53907;83.207931;-31.19037;0;-73.18245
39324;18.89778;-74.39234;-9.5086;7.970244;33.43682;0;-67.50586
39325;18.87565;327.81859;10.569027;-14.148441;34.09663;0;-79.5756
39328;-57.68384;57.70495;16.030896;-0.887285;-31.16983;0;7.97569
39329;-20.27772;10.89061;-64.030269;-9.773145;-31.17294;0;-31.34737
39330;190.47619;21.13703;39.770861;12.427506;-31.1765;0;-9.12114
39331;-21.52931;-225.030752;-0.364759;-107.187149;-31.17533;0;7.39982
39332;-19.07379;-85.7484;144.514678;-53.956835;-31.17555;0;-84.88544
39335;-21.08894;133.73713;-68.097778;-0.882587;117.93635;0;110.56021
39336;97.17302;-316.992524;-120.5757;16.744514;263.72791;0;-268.2529
39337;6.49351;-83.00339;-62.260304;-79.857252;-31.1712;0;-87.64343
39338;9.2908;-85.48023;42.51385;-18.377527;278.6169;0;-99.57518
39339;-61.04337;8.19409;-47.641561;-131.357652;-31.15567;0;-78.5706
39342;16.43314;355.68862;20.57701;-18.152481;-31.15708;0;27.15989
39343;66.5898;725.49941;-120.66584;-13.806593;257.23503;0;-91.40625
39344;52.641;61.52945;-43.914301;-219.830547;-31.08093;0;71.363
39345;-109.073866;-55.517;61.53211;46.324097;-31.14097;0;-34.77486
39346;47.94885;132.89844;-11.260307;162.50609;-31.14344;0;123.14853
39349;-12.10559;-59.34309;5.082838;20.6659;-31.14062;0;53.29873
39350;152.29072;263.76646;30.17743;-43.681836;-31.14675;0;8.366367
39351;-4.67052;-86.39803;-45.712351;20.567903;177.83221;0;108.37223
39352;19.08127;-74.82993;-81.675922;-18.002057;-31.1312;0;-65.73089
39353;-145.815188;-2.37941;-7.587528;162.645937;-31.13389;0;-104.09563
39356;35.81964;1.00878;-27.395285;24.97847;96.28009;0;-49.00676
39357;-87.30663;87.49717;-20.179938;111.508097;-31.12985;0;-45.685889
39358;-4.65405;-42.09935;21.275061;-35.364136;-31.12471;0;-66.93467
39359;59.00665;141.26394;37.58538;107.464756;-31.12651;0;56.511894
39360;12.32015;-328.49639;-85.013388;77.143105;-31.12504;0;-458.67264
39363;25.51563;318.755464;-14.762185;33.862985;-31.11981;0;133.10373
39364;97.50213;-50.89172;-66.837554;-74.510483;-31.12398;0;-34.09437
39365;-68.277237;-56.62891;-54.137387;-78.672084;-31.05645;0;-3.67122
39366;-7.18745;-68.08746;-120.63099;-30.989068;178.81032;0;-80.45859
39367;-23.69869;175.33761;-34.293471;54.989117;-31.11301;0;-185.51618
39370;-16.27597;-90.19526;60.486036;24.94624;-31.11041;0;85.38084
39371;100.72369;428.22406;47.996561;7.751715;-31.11048;0;73.95436
39372;16.50305;246.89833;-120.56083;46.456941;-31.12173;0;-101.83008
39373;4.84085;57.0789;55.27572;3.439282;-31.11535;0;27.11029
39374;29.60754;84.98964;6.827492;93.841474;-31.12597;0;-90.78931
39377;27.23654;-335.80819;-12.955699;-0.859205;-31.13295;0;403.26364
39378;110.13231;-57.75559;-86.378896;55.162903;-31.13919;0;-248.991
39379;12.21996;45.10273;14.009292;-9.483849;-31.1381;0;11.14229
39380;-7.77927;-72.87986;26.592877;-78.176455;156.92689;0;-87.57764
39381;-6.05559;-75.41808;-66.606188;-77.919854;-31.06478;0;-105.28508
39384;52.29929;121.30476;-73.557418;110.694774;135.61371;0;-21.90421
39385;66.09852;-26.76531;92.863716;50.75851;167.87265;0;-77.71776
39386;18.69159;-17.84073;-91.520092;-5.160403;129.26068;0;-58.90691
39387;53.60779;10.62836;50.17322;107.34072;-31.10879;0;-94.50072
39388;-19.47595;-72.2719;40.58471;-9.493398;96.57423;0;-53.0636
39391;-21.12822;27.07199;37.398413;-99.982762;-31.11791;0;-74.66209
39392;-68.433854;-56.64347;-38.129039;-56.805141;-31.05045;0;-277.22343
39393;-11.68456;60.37768;56.50942;7.73063;-31.11184;0;-68.32811
39394;42.50102;105.57223;97.621755;76.721933;106.43818;0;129.71889
39395;12.44991;200.40189;58.16419;-155.094113;-31.11824;0;100.14705
39398;-196.28866;-335.66858;79.13638;-115.692168;-31.14599;0;-445.15021
39399;49.92911;-12.436;14.77931;122.5671;65.89632;0;30.67613
39400;-5.93456;-44.69952;13.8447;-212.136579;-31.07202;0;-89.28197
39401;-7.56043;220.10641;92.840782;-26.020537;-31.13241;0;323.54058
39402;86.26592;-25.26812;32.59635;-38.535645;-31.14813;0;219.00949
39405;13.93328;3.36474;10.62907;36.953053;-31.14213;0;304.02112
39406;-107.938483;-71.45104;1.464468;-59.396001;-31.07595;0;-77.45108
39407;16.41238;-335.87594;13.73668;-129.87013;-31.14529;0;136.23923
39408;4.64875;157.673682;3.300693;-13.345938;-31.14578;0;17.68652
39409;109.49273;207.95804;-60.890617;-4.995005;-31.1514;0;49.59181
39412;3.63387;-70.04523;49.188753;11.685818;-31.08666;0;271.68213
39413;45.08785;118.26544;-120.57157;-88.429132;-31.15224;0;178.25724
39414;3.65507;522.09106;-120.65467;112.538843;-31.15245;0;-26.2035
39415;113.85199;120.82364;-11.283532;-13.411193;-31.13864;0;-98.63214
39416;-92.20726;-84.31703;-120.53135;-13.431833;-31.13823;0;-36.85058
39419;-65.86214;-44.96423;1.450309;125.787933;-31.13987;0;4.49879
39420;30.68949;-76.26245;104.17109;-223.08574;-31.14412;0;98.83199
39421;32.20065;-21.36703;46.39879;-216.741405;60.06847;0;-62.615681
39422;134.74403;13.05812;-94.68987;36.665648;-31.14461;0;-19.79613
39423;-19.08567;-36.56161;-0.362621;32.422546;206.7575;0;-11.87272
39426;-112.590256;-231.155098;-99.769855;28.324679;103.34587;0;-103.53495
39427;2.03791;27.07887;17.701033;40.997323;-31.12458;0;35.96445
39428;15.51506;-70.26715;-120.61765;95.235443;-31.13227;0;32.99872
39429;69.59231;-182.19178;-63.263081;53.34667;-31.12724;0;-84.33306
39430;-365.73722;429.60255;116.825519;-46.92737;-31.12664;0;0.88335
39433;-71.32925;-126.7951;93.83378;62.217987;-31.13803;0;22.97271
39434;44.40985;-60.85898;-74.434514;-80.568455;-31.1366;0;202.29125
39435;-56.82056;35.93566;-2.166169;-151.122986;-31.13653;0;-74.33354
39436;28.83771;20.260357;19.529602;-42.410467;-31.1381;0;-77.02682
39437;37.13956;-23.16282;-7.587071;19.886207;-31.13694;0;-60.3003
39440;-48.309179;-21.351823;-41.763675;-99.654093;-31.06612;0;-183.05291
39442;-174.156451;-38.447455;-39.91083;-83.022797;171.70802;0;-104.3956
39443;23.38302;50.7533;21.243144;-25.454346;-31.11758;0;7.94799
39444;-130.893966;-75.86977;91.883614;-127.066873;-31.11784;0;-22.02508
39447;27.10285;84.64934;37.696639;166.889368;-31.12272;0;473.28705
39449;-18.20922;-149.979641;159.98348;-61.536801;-31.13153;0;136.0021
39450;34.2666;2.71979;13.86912;-45.09946;-31.14806;0;-45.93996
39451;161.49539;-93.04537;67.34171;-24.872295;-31.15189;0;-102.44718
39454;48.59457;13.07939;-120.60669;-24.922285;-31.15406;0;110.01276
39455;19.36997;-80.64242;34.36259;-28.98084;-31.08673;0;38.22036
39456;58.76672;-61.67262;73.053438;-48.8769;-31.14675;0;198.41584
39457;258.98406;-328.26584;99.80578;-0.799446;-31.14834;0;103.61049
39458;3.64811;14.3962;36.08513;54.702571;-31.14806;0;237.69367
39461;-4.83793;-117.356805;14.393623;-126.951585;-31.15112;0;55.39187
39462;-52.94712;373.34891;18.69228;153.984549;-31.15701;0;-96.57888
39463;-342.20221;-99.70407;11.34792;146.648601;-31.17395;0;105.3127
39464;77.19537;-10.17639;47.05897;-44.69739;-31.17541;0;-94.25441
39465;-18.86792;-16.051;169.46411;-237.046528;-31.17876;0;-72.8617
39468;-181.03806;-335.78332;-121.67948;-20.94803;-31.19622;0;121.35875
39469;229.3521;602.75862;92.95468;-61.198196;-31.21251;0;99.17692
39470;11.50653;141.96676;285.65307;-24.925625;444.70676;0;-16.64963
39471;-283.422242;-94.28033;-120.63564;-4.813349;-31.12879;0;-458.6264
39472;47.42938;10.17409;12.666716;-27.83268;-31.1024;0;-14.62352
39475;218.69083;309.82113;-80.450922;-33.11704;228.17599;0;-14.58435
39476;-1.42193;-76.46788;-50.519434;3.230496;-31.17381;0;-150.61506
39477;-40.975847;264.16359;-94.924975;-53.238687;196.35538;0;-72.90621
39478;34.9714;149.8829;-121.5923;-8.824473;-31.1676;0;306.92675
39479;4.63657;-239.490502;12.51845;-207.962604;-31.1681;0;-71.74807
39482;-4.44834;-50.16943;36.813922;23.177749;-31.16853;0;26.47944
39483;-328.1218;321.33204;81.522751;143.906099;-31.16818;0;335.81423
39484;30.31958;73.03998;6.72528;15.268811;-31.18962;0;106.19047
39485;-263.42676;-40.99922;110.25551;-24.895599;-31.18821;0;42.52367
39486;49.22441;13.39884;48.422818;-24.97985;-31.18813;0;-252.54949
39489;34.6268;-76.955397;-62.264788;131.917632;-31.19067;0;-2.10074
39490;46.4892;-65.16921;12.54971;11.2782;40.12036;0;-64.24626
39491;63.39623;-171.33296;-120.58955;-4.845092;-31.18546;0;-69.6906
39492;23.22125;-44.68472;219.992281;19.416952;-31.1077;0;-21.70418
39493;-59.69661;-82.57184;103.48893;-141.05955;-31.16667;0;-79.61559
39496;87.75167;-20.356345;-120.62524;91.197568;-31.16724;0;-7.1572
39497;8.14775;-68.29268;30.32803;-32.560356;-31.16559;0;-64.86971
39498;-14.69988;64.70588;-120.69637;-8.735705;-31.17012;0;52.692862
39499;0.61126;-36.568642;75.863693;150.533638;-31.16239;0;-91.16555
39500;2.22764;-84.443;26.0449;-20.678137;-31.16409;0;10.66477
39503;25.89346;4.21089;-18.954175;50.933786;128.13858;0;-458.73955
39504;251.02246;-86.20597;55.489349;-72.40227;104.38361;0;-458.73239
39505;-204.664446;-85.16113;21.99413;-127.470903;-31.15063;0;-4.59573
39506;-15.69131;321.81243;23.5561;38.581665;-31.15217;0;-82.64801
39507;35.09648;375.61241;149.16918;-32.126626;-31.16424;0;121.20223
39510;33.58799;245.21073;26.80388;34.454856;-31.1848;0;-88.581483
39511;90.24631;-67.55519;50.9693;-51.729543;-31.18096;0;126.01852
39512;195.87831;208.49421;-120.59293;-32.001249;-31.11348;0;-86.8425
39513;-154.574789;284.566021;11.76262;42.263442;-31.16825;0;-58.51874
39514;-15.59049;-58.49457;28.22596;6.27878;-31.17373;0;-78.55724
39517;6.43538;-291.88482;120.420321;66.23561;-31.17803;0;-202.263424
39518;0.97679;-262.268254;-120.73584;22.759378;-31.17876;0;-31.41425
39519;-0.39029;-41.83203;43.28237;-129.802429;-31.16782;0;-62.76848
39520;-10.40436;-86.74683;12.57318;-0.783167;-31.18605;0;-159.03321
39521;19.25546;56.7409;37.80502;-39.837525;97.13193;0;280.44727
39524;23.80877;-335.6364;-121.57053;-123.022847;-31.20427;0;180.01154
39525;-11.41987;-87.56907;-120.68755;152.642479;-31.14055;0;11.46881
39526;-86.54583;45.95263;82.25391;172.3501;-31.18828;0;623.54565
39527;-227.32269;-335.80356;-120.66471;326.815858;-31.19652;0;-179.310884
39528;-17.86061;12.628501;18.871316;-23.8921;64.47543;0;-47.47948
39531;71.58605;-70.19713;-120.6245;-47.02436;308.35531;0;98.78035
39532;-6.17475;-45.86655;14.28798;10.764814;-31.12138;0;26.90636
39533;-389.467424;-27.83691;11.43874;-343.3923;-31.18376;0;-82.45249
39534;34.28789;-55.98837;3.441419;117.974515;-31.18052;0;131.53357
39535;-9.89157;-86.19288;9.157859;14.419064;-31.17294;0;181.19625
39538;-3.80084;-69.56141;16.79154;-49.759996;-31.17555;0;-96.979611
39539;-106.07225;-56.87204;-120.64394;-7.19306;434.10365;0;13.42177
39540;115.67606;-84.62577;-32.612405;60.12177;-31.10097;0;-57.9895
39541;43.39089;142.28288;11.92602;64.136825;221.55215;0;-22.84753
39542;-99.655089;295.47673;75.92054;-95.985374;-31.15357;0;-37.92743
39545;41.66136;-75.38831;-120.72813;-23.555634;-31.1507;0;203.65072
39546;-15.61488;-56.57632;-11.681803;-143.641423;-31.14938;0;2.365884
39547;32.05658;-2.25814;98.89881;33.040475;-31.15063;0;121.15198
39548;73.20087;-32.817829;-121.56703;29.212754;-31.15672;0;7.65998
39549;12.52182;17.71812;77.65152;-75.427547;-31.08673;0;181.14314
39552;147.21837;54.42177;14.8242;-9.00473;-31.16538;0;131.55576
39553;-14.58085;181.047349;-120.68065;-67.790718;-31.15553;0;18.53214
39554;-16.47135;-328.4415;-79.401914;-130.803151;240.10359;0;-72.57729
39555;2.82406;34.610947;-120.7168;189.594685;-31.07636;0;-38.64474
39556;136.3559;223.2675;-120.65868;-21.43797;-31.1345;0;29.11179
39559;-134.447857;-67.35718;50.94646;-337.39807;-31.12644;0;16.7101
39560;176.19597;107.35839;-2.243382;93.032561;148.01625;0;126.33528
39561;8.45732;40.43723;-120.71685;-53.016726;-31.12651;0;232.33415
39562;-356.54561;-220.80408;-120.62756;161.059682;-31.12617;0;127.4909
39563;-77.21365;-225.96567;108.50413;-40.8297;-31.13322;0;3.83726
39566;54.67276;-66.06594;21.33251;178.826167;74.88437;0;153.20911
39567;-42.7334;-19.91221;44.23737;-133.819951;-31.13933;0;-67.88336
39568;30.80873;-37.47718;-120.55481;113.018634;-31.14419;0;-203.15758
39569;169.05322;195.82665;-44.759004;-37.09133;-31.1433;0;287.40258
39570;-68.47361;217.23806;-120.62985;176.670267;-31.07943;0;98.53864
39573;9.30762;-206.586257;-42.641311;-138.094148;-31.13694;0;-133.76739
39574;45.16759;-45.92241;31.85867;-16.001626;-31.13858;0;9.20218
39575;-199.20733;136.201629;141.791596;18.255115;-31.13858;0;11.35684
39576;106.94041;97.91247;-20.72795;-41.67569;-31.15792;0;-168.645334
39577;-16.29865;7.32352;144.0489;-80.189631;-31.15877;0;-236.20638
39580;300.5208;274.94457;-120.64988;52.45021;183.47394;0;-86.1889
39581;4.44396;76.27927;-120.58708;63.458488;-31.14813;0;-46.8447
39582;22.87413;-68.05778;-59.128859;36.970901;-31.07813;0;-45.47268
39583;1.93013;-29.43937;-38.951017;67.007981;-31.13755;0;-24.59262
39584;15.12488;-328.21932;46.54814;-16.61255;-31.14612;0;-51.58452
39587;132.70228;27.707227;-120.54373;-49.629035;-31.14145;0;-175.88395
39588;-13.86108;20.29664;54.38958;29.377793;154.15366;0;46.36129
39589;-16.86599;-63.00555;53.293199;-195.30568;183.52768;0;-198.7199
39590;12.91123;60.19524;-120.70578;248.48317;-31.13653;0;20.68966
39591;136.39818;-41.231961;105.476874;21.900015;-31.13214;0;-85.02382
39594;23.41267;18.109531;12.624387;-4.517392;40.08581;0;132.44633
39595;-48.06409;-77.03744;12.97899;-12.044867;-31.13146;0;-73.31852
39596;-180.69054;54.67326;-120.56646;-40.81941;-31.13146;0;-28.42799
39597;-145.45455;83.34726;-35.382574;174.649176;-31.13025;0;-82.58273
39598;98.04426;-35.10532;86.548064;54.56974;140.47924;0;-46.73843
39601;-11.97127;71.63054;147.62918;-99.365376;-31.13214;0;191.11333
39602;-8.09238;-84.2125;17.90733;116.885088;155.79749;0;243.187
39603;15.13779;-31.974253;81.20975;22.78135;-31.14042;0;-244.989301
39604;236.59367;61.96537;-76.432176;-87.721509;-31.07236;0;68.66742
39605;23.26192;-14.6849;35.76569;-60.801681;-31.05678;0;-12.38208
39608;-13.28525;419.58042;71.31552;210.164214;100.84412;0;163.81251
39609;-217.48401;-111.60431;-78.549624;9.83259;-31.11464;0;140.94157
39610;9.28541;-55.93772;163.936467;52.291214;107.94743;0;-65.27492
39611;-35.43844;-74.51022;-120.64019;51.56854;98.82777;0;8.205369
39612;7.39818;51.21639;-52.477483;155.109489;-31.11333;0;171.37861
39615;236.90073;-99.477108;12.8244;7.99868;121.46184;0;-100.02925
39616;19.90761;-19.73014;-43.044801;-212.1235;-31.10596;0;-35.89291
39617;-3.6746;-63.55932;154.312551;71.129496;-31.10538;0;-49.25527
39618;173.9501;-49.63799;-120.72808;285.30743;-31.10648;0;-71.54824
39619;-177.010406;-72.92387;60.51456;-103.249317;40.76281;0;40.69596
39622;-147.36028;97.06698;-100.140418;-0.758994;-31.10783;0;-80.37825
39623;-90.791347;-66.48408;75.0301;-57.588846;-31.04049;0;-90.01362
39624;45.83975;-49.2127;-50.258065;-15.924774;141.94237;0;-88.25714
39625;-16.86276;52.696514;228.43395;56.087517;176.13292;0;52.6939
39626;-4.19282;-83.89733;87.34494;3.027933;-31.10085;0;-18.39945
39629;-11.3852;171.38925;-5.97379;48.557194;-31.10989;0;92.23651
39630;126.76324;-69.86991;59.44222;86.47282;-31.11119;0;-114.976242
39631;18.19859;-11.53882;-33.883159;-110.019844;-31.04125;0;-7.95092
39632;1.51084;42.09323;-33.87475;82.241392;-31.10085;0;158.40612
39633;-17.5841;-44.212886;15.46709;-65.21739;-31.10481;0;49.40692
39636;167.56791;-113.63399;-2.231285;-132.709998;-31.10257;0;-49.17309
39637;-16.81979;55.95725;12.84669;25.66296;-31.10609;0;-29.1425
39638;1.90925;146.90803;-35.544146;3.012351;-31.03662;0;-84.00876
39639;-3.62252;-58.32995;-26.276508;-45.978744;118.65009;0;-102.51889
39640;-219.297694;-328.27893;108.97499;-71.989202;-31.09535;0;69.5424
39643;-16.43401;-77.29568;74.65405;74.424899;-31.09484;0;-30.29703
39644;-1.88088;-28.197217;89.93464;74.630616;-31.10009;0;-36.50873
39645;-146.24905;-117.67122;56.72139;23.79903;-31.11725;0;23.33932
39646;26.09518;-23.00731;-120.68891;52.29782;-31.04954;0;-97.32847
39647;28.95041;76.652037;-50.372858;10.579079;-31.03877;0;-30.48112
39650;8.1369;-25.188917;-9.611712;48.318905;-31.09478;0;-141.3738
39651;1.88336;156.883737;-120.62415;25.679112;-31.09283;0;243.23521
39652;-105.43741;-156.46753;-13.257878;-38.70968;-31.09158;0;-0.593636
39653;-73.22684;-46.69236;13.26472;-141.226494;-31.09673;0;117.78633
39654;10.50387;-12.51695;-120.65033;117.196418;-31.10468;0;161.16067
39657;-13.35963;-84.19493;27.277419;-72.688726;8.50913;0;131.33978
39658;3.42896;147.367537;-18.781994;20.1304;-31.09434;0;49.20914
39659;-29.27393;-108.72099;-66.498481;-46.51163;-31.10034;0;-58.35606
39660;4.41637;-67.16512;-16.887758;-27.368795;-31.09964;0;43.34668
39661;-10.02249;-255.73135;-22.400118;48.77429;-31.10783;0;2.34009
39664;4.81464;73.586367;-31.586293;-68.920249;117.13743;0;242.54703
39665;-149.72847;-190.54895;40.112364;71.201333;-31.10583;0;2.302335
39666;53.86136;309.71993;-75.600029;37.124962;-31.10283;0;179.77099
39667;-7.75244;187.95085;16.17132;71.237306;251.485455;0;193.12571
39668;-339.3593;-135.59703;63.28919;-119.17494;-31.10918;0;-348.967894
39671;160.66659;60.07425;42.21701;55.98303;103.17268;0;117.94361
39672;108.69056;-82.95247;-70.609111;-103.986135;-31.13066;0;-59.55614
39673;42.8178;-75.02161;31.68642;-283.83785;-31.14021;0;114.1005
39674;-188.85512;25.12419;-37.383869;97.343797;-31.1364;0;-62.83612
39675;-135.2861;-19.82494;152.297495;154.873975;-31.13898;0;216.72294
39678;56.59532;66.31011;-5.948987;10.64099;-31.13885;0;33.47518
39679;267.4513;264.18989;-20.818876;18.259745;-31.14785;0;100.52332
39680;-17.68209;33.74578;-98.474752;-8.329968;-31.14056;0;-16.11307
39681;48.6355;191.54443;27.81383;-30.969886;-31.14855;0;-54.57646
39682;82.83944;421.540804;-120.69835;-162.381597;-31.07888;0;36.19026
39685;78.75507;-70.1795;84.965865;51.884901;-31.14261;0;99.79735
39686;-121.36121;-42.777;90.840273;10.548523;-31.14903;0;143.17075
39687;-18.98825;-96.12705;-72.771377;-34.559615;-31.15406;0;13.75358
39688;42.23579;-2.42;-39.34621;-11.928133;-31.14959;0;204.73339
39689;-170.46852;-54.79611;-31.930298;40.232454;-31.15154;0;276.21917
39692;-105.24873;-113.51351;84.45872;-11.831111;-31.1661;0;128.36789
39693;18.17056;-335.81281;29.510279;-52.326438;174.27071;0;110.36536
39694;63.80775;173.81395;23.95628;43.498562;-31.17628;0;41.35233
39695;77.32333;-64.50072;241.371929;121.104711;92.22036;0;-5.38127
39696;-90.87722;-335.98695;17.55413;162.418729;-31.21081;0;162.31475
39699;-19.6757;388.82183;74.04168;-11.92991;-31.12827;0;80.80009
39700;122.11268;-19.23314;56.102214;-40.36176;-31.21422;0;-67.51222
39701;-205.24856;23.42385;12.21843;-15.690767;-31.21594;0;26.11993
39702;-32.6952;208.9366;3.77996;-40.72705;-31.23343;0;100.96114
39703;-306.929158;-78.65252;-120.64896;-8.291249;-31.16101;0;-83.97854
39706;35.86685;-51.26327;4.88667;20.79998;-31.22189;0;230.58604
39707;5.89672;-54.01293;-121.5499;-139.951343;-31.24658;0;-14.00926
39708;-20.00772;102.54548;36.37689;14.357321;157.05341;0;298.98296
39709;-19.65102;-65.63731;-120.72435;77.02523;-31.16942;0;-84.64056
39710;179.36969;-57.93572;-120.63564;27.73732;-31.15201;0;-96.49032
39713;5.78584;-86.27921;88.47892;-65.100553;-31.13389;0;-98.24763
39714;16.28223;-56.11485;29.76041;-12.064545;-31.18821;0;-92.03968
39715;-67.95388;-33.94676;43.83077;82.39889;-31.18487;0;-55.21009
39716;80.70981;-66.69282;34.99661;-19.67908;-31.18635;0;-82.47982
39717;84.26389;-47.67064;27.93472;21.872486;-31.19449;0;-46.15697
39720;-6.6662;-335.70252;140.21355;-31.84311;-31.20734;0;122.4348
39721;-678.65776;-58.64409;24.7619;291.933808;155.65053;0;-444.98686
39722;104.58579;199.02698;145.56717;44.735379;-31.2356;0;119.51286
39723;-236.87636;-336.03083;51.54639;-41.50642;-31.25385;0;43.12086
39724;34.27282;84.00555;103.14285;29.884294;-31.26517;0;104.12499
39727;98.53846;-336.02459;99.27431;70.91649;-31.31362;0;133.24506
39728;-4.85859;-97.17496;28.64294;-104.949069;-31.26005;0;159.82604
39729;179.40901;188.93171;121.57192;122.77992;445.10127;0;-84.88256
39730;-12.48476;-104.24744;24.87014;120.680059;-31.27464;0;-444.94311
39731;112.65184;-117.91844;67.23054;389.384106;-31.37429;0;112.68943
39734;54.13971;-3.99887;145.58005;346.291729;-31.27967;0;114.17551
